"Gaussienne" "Uniforme" "Poisson" "Exponentielle" "Chi" "Binomiale" "Cauchy"
"1" -1.8236584853249 0.15861459961161 2 1.72516338768797 0.321140565383096 1 -2.26383281664647
"2" 0.746201361725238 0.683021334465593 1 0.14434220207484 2.67628732646521 0 8.20627389219871
"3" 0.0848994409569969 0.546896076994017 0 1.82945328761705 0.954916267168596 0 3.12099965548106
"4" 1.03753241075551 0.886236566118896 4 0.0329904328100383 0.151202340757325 0 0.359331550488705
"5" 0.145974164378219 0.350267213070765 0 0.786636821883631 0.00046323558459772 1 -4.78364292209566
"6" -0.479059923028392 0.00504435016773641 2 0.122561870608479 0.00041990268170541 1 1.27587374124565
"7" 0.434605368659827 0.833621911937371 2 2.98156242312975 1.13836511896789 0 3.06300510087468
"8" -0.190907133954953 0.100010703783482 0 0.967516764956427 2.10354219143468 1 4.56473096871307
"9" 0.782926682969741 0.988913656678051 1 1.37476188033344 0.204221748542968 0 3.24991642379501
"10" -0.339387218200711 0.504196683876216 3 1.70434575146976 0.538125558916054 1 -32.0277914385118
"11" 0.0668252285349333 0.764853655360639 2 1.21578573151947 0.691437149107848 1 0.308766235671027
"12" -0.592678863187707 0.318454985506833 1 1.64018105707111 0.937943081500882 1 1.52982634578601
"13" -0.826874899130025 0.448347638826817 2 0.2063974584845 1.71560785035243 0 0.711301442085857
"14" -1.60847689826112 0.476835740962997 1 0.462933319155127 0.53067832143777 1 -0.30028037916897
"15" -1.79352083603098 0.711783257313073 1 2.31980317545722 0.835504519295388 0 9.88327295290662
"16" 0.394348172550129 0.578926517162472 2 1.0025888736871 4.29623261072842 1 2.35611445197795
"17" -0.780582857780289 0.589186471421272 0 0.114276956766844 0.776858597101782 1 -0.577462784124852
"18" -1.17502847426317 0.546471099834889 2 0.997607636223448 1.36840868262626 1 3.32850920436407
"19" -0.600097935351835 0.579398724948987 0 1.79366879342466 2.32935770128041 1 -0.10606779324026
"20" 1.77833460008344 0.65345876920037 2 1.02984179459037 0.0942015927734348 0 -1.16901940107732
"21" 0.854005593835821 0.616970033850521 0 0.119545303728623 0.00578902433346904 0 -3.40630897402483
"22" -1.41485667648879 0.872957506449893 1 0.494678757153451 2.21786119525557 1 -1.03335433776471
"23" 0.0453621644800927 0.0519106257706881 1 0.84021768342228 0.0382135493100577 0 0.594690305036866
"24" 1.81184491771888 0.186895480146632 1 0.285731904710539 0.0270236009521107 1 -0.351797573984408
"25" -0.508654112751751 0.239039447158575 0 1.19832375734569 4.44526850694819 0 -0.0134564810021595
"26" 1.11929913082297 0.810453600715846 0 0.0989601709879935 2.37732890462202 0 -1.64252694862049
"27" 0.291130816317319 0.0416328974533826 5 1.03022610112549 0.206848403901334 0 -0.755300426941811
"28" -0.544458649309406 0.351033324375749 0 2.04779100595954 0.00909631454760495 0 1.22312183973994
"29" 0.0448910658852921 0.497231685556471 1 1.12678980916263 4.21723240771543 1 -0.815848182217826
"30" -1.77297465291604 0.740298789460212 2 0.159681306686252 0.0115687779683202 1 0.101177364076883
"31" 0.603009138311238 0.822949944529682 0 0.446399503853172 0.0960262369924593 1 0.325969798253645
"32" -0.027369428251233 0.691754709230736 0 0.652073191478848 0.000133783979131961 0 0.958923203121884
"33" -0.741928590830998 0.519035867182538 1 1.58701470004362 0.221246684375069 1 0.276983531285664
"34" -2.48970322915006 0.927649232093245 2 1.05895213668111 0.218331010740529 1 3.56815974456785
"35" -0.523655398621208 0.0731635820120573 1 0.764114296192225 0.523729512467402 0 -3.3962540968348
"36" 1.37508489321624 0.255561532918364 0 2.74876435647223 1.11857912530451 0 -0.69066163838773
"37" -0.0143134935549055 0.748504631686956 0 0.217346678953618 0.150320222204315 1 2.1705969645162
"38" 2.35695646262091 0.889354473445565 0 1.67753376803341 0.0252285639785932 1 7.27320724664967
"39" -1.35958818895701 0.487929192604497 1 0.261967822248289 0.164691490104528 0 1.54735047214258
"40" -1.02163296580277 0.224288667552173 1 1.91260860479417 0.377665256224087 1 -6.09700628383914
